timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
5.478,10,1,distracted_phone,medium,0.333,0.667,0.333,0.333,0.333,stable,0.667,3,4.55,0.858,low
5.478,10,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.775,low
5.478,10,3,distracted_phone,high,1.0,0.0,1.0,1.0,1.0,stable,1.0,1,0.0,0.722,low
5.478,10,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.812,low
26.039,20,1,distracted_phone,medium,0.333,0.667,0.333,0.333,0.333,stable,0.667,3,4.55,0.858,low
26.039,20,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.775,low
26.039,20,3,distracted_phone,medium,0.35,1.0,0.0,1.0,1.0,stable,1.0,5,5.19,0.913,medium
26.039,20,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.812,low
38.307,30,1,distracted_phone,medium,0.333,0.667,0.333,0.333,0.333,stable,0.667,3,4.55,0.858,low
38.307,30,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.775,low
38.307,30,3,distracted_phone,medium,0.48,0.8,0.2,1.0,1.0,stable,0.8,10,17.46,0.907,medium
38.307,30,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.812,low
49.649,40,1,distracted_phone,medium,0.333,0.667,0.333,0.333,0.333,stable,0.667,3,4.55,0.858,low
49.649,40,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.775,low
49.649,40,3,distracted_phone,medium,0.48,0.8,0.2,1.0,1.0,stable,0.8,10,16.25,0.908,medium
49.649,40,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.812,low
65.501,50,1,distracted_phone,medium,0.333,0.667,0.333,0.333,0.333,stable,0.667,3,4.55,0.858,low
65.501,50,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.775,low
65.501,50,3,distracted_phone,medium,0.4943,0.778,0.222,1.0,1.0,stable,0.778,9,19.69,0.918,medium
65.501,50,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.812,low
83.177,60,1,distracted_phone,medium,0.333,0.667,0.333,0.333,0.333,stable,0.667,3,4.55,0.858,low
83.177,60,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.775,low
83.177,60,3,distracted_phone,medium,0.5359,0.714,0.286,1.0,1.0,stable,0.714,7,18.96,0.928,medium
83.177,60,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.812,low
94.02,70,1,distracted_phone,medium,0.333,0.667,0.333,0.333,0.333,stable,0.667,3,4.55,0.858,low
94.02,70,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.775,low
94.02,70,3,distracted_phone,medium,0.35,1.0,0.0,1.0,1.0,stable,1.0,10,15.79,0.93,medium
94.02,70,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.812,low
105.823,80,1,distracted_phone,medium,0.333,0.667,0.333,0.333,0.333,stable,0.667,3,4.55,0.858,low
105.823,80,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.775,low
105.823,80,3,distracted_phone,medium,0.415,0.9,0.1,1.0,0.7,stable,0.9,10,16.71,0.926,medium
105.823,80,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.812,low
117.33,90,1,distracted_phone,medium,0.333,0.667,0.333,0.333,0.333,stable,0.667,3,4.55,0.858,low
117.33,90,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.775,low
117.33,90,3,distracted_phone,medium,0.4312,0.875,0.125,1.0,0.625,stable,0.875,8,19.48,0.924,medium
117.33,90,4,distracted_other,high,0.7375,0.0,1.0,0.25,0.25,stable,0.75,4,3.86,0.905,low
