timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
5.158,10,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.8,5,4.83,0.941,medium
10.918,20,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.7,10,10.59,0.938,medium
17.246,30,1,distracted_other,medium,0.6065,0.067,0.933,0.0,0.0,stable,0.667,15,16.92,0.936,medium
22.868,40,1,distracted_other,medium,0.5414,0.167,0.833,0.0,0.0,stable,0.5,18,19.68,0.933,medium
29.601,50,1,distracted_other,medium,0.3438,0.471,0.529,0.0,0.0,stable,0.471,17,19.79,0.934,medium
35.465,60,1,attentive,low,0.2678,0.588,0.412,0.0,0.0,stable,0.588,17,19.26,0.934,medium
41.67,70,1,attentive,low,0.2294,0.647,0.353,0.0,0.0,stable,0.647,17,19.85,0.937,medium
50.573,80,1,attentive,low,0.3035,0.533,0.467,0.0,0.0,stable,0.533,15,19.59,0.915,medium
50.573,80,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,4,6.56,0.922,low
60.581,90,1,attentive,low,0.2957,0.545,0.455,0.0,0.0,stable,0.545,11,18.91,0.872,medium
60.581,90,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,7,13.66,0.915,medium
