timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
6.885,10,1,distracted_phone,medium,0.35,1.0,0.0,1.0,1.0,stable,1.0,1,0.0,0.938,low
6.885,10,2,distracted_phone,high,1.0,0.0,1.0,1.0,1.0,stable,1.0,1,0.0,0.793,low
6.885,10,3,distracted_phone,medium,0.5139,0.667,0.333,0.85,0.333,stable,0.667,3,3.16,0.937,low
12.205,20,1,distracted_phone,medium,0.6225,0.5,0.5,0.85,0.5,stable,0.5,2,9.65,0.931,low
12.205,20,2,distracted_phone,high,0.9029,0.0,1.0,0.7225,0.333,stable,1.0,3,8.52,0.852,low
12.205,20,3,attentive,medium,0.5779,0.5,0.5,0.7225,0.25,stable,0.5,4,7.62,0.919,low
12.205,20,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.93,low
27.644,30,1,distracted_phone,medium,0.6225,0.5,0.5,0.85,0.5,stable,0.5,2,9.65,0.931,low
27.644,30,2,distracted_phone,high,0.9029,0.0,1.0,0.7225,0.333,stable,1.0,3,8.52,0.852,low
27.644,30,3,distracted_other,high,0.7622,0.0,1.0,0.3206,0.0,stable,1.0,6,16.3,0.883,medium
27.644,30,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.93,low
44.021,40,1,distracted_phone,medium,0.6225,0.5,0.5,0.85,0.5,stable,0.5,2,9.65,0.931,low
44.021,40,2,distracted_other,high,0.7622,0.0,1.0,0.3206,0.0,stable,0.8,5,4.94,0.883,medium
44.021,40,3,distracted_other,high,0.7622,0.0,1.0,0.3206,0.0,stable,1.0,6,16.3,0.883,medium
44.021,40,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.93,low
