timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
6.571,30,1,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,6,6.22,0.877,medium
14.902,60,1,attentive,low,0.2711,0.583,0.417,0.0,0.0,stable,0.583,12,14.55,0.858,medium
23.495,90,1,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,18,23.15,0.863,medium
31.694,120,1,attentive,low,0.2711,0.583,0.417,0.0,0.0,stable,0.583,24,31.35,0.866,high
39.885,150,1,attentive,low,0.26,0.6,0.4,0.0,0.0,stable,0.6,30,39.54,0.865,high
48.026,180,1,attentive,low,0.3068,0.528,0.472,0.0,0.0,stable,0.528,36,47.68,0.871,high
56.19,210,1,attentive,low,0.2938,0.548,0.452,0.0,0.0,stable,0.548,42,55.84,0.866,high
64.299,240,1,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,44,58.89,0.863,high
71.294,270,1,attentive,low,0.297,0.543,0.457,0.0,0.0,stable,0.543,46,59.78,0.857,high
81.288,300,1,attentive,low,0.2366,0.636,0.364,0.0,0.0,stable,0.636,44,59.06,0.853,high
81.288,300,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.723,low
81.288,300,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,7.46,0.89,medium
91.403,330,1,attentive,low,0.2216,0.659,0.341,0.0,0.0,stable,0.659,41,59.71,0.833,high
91.403,330,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.723,low
91.403,330,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,7.46,0.89,medium
91.403,330,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.5,4,7.4,0.573,low
103.604,360,1,attentive,low,0.1879,0.711,0.289,0.0,0.0,stable,0.711,38,59.61,0.812,high
103.604,360,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.723,low
103.604,360,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,7.46,0.89,medium
103.604,360,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.444,9,19.6,0.669,medium
111.686,390,1,attentive,low,0.1371,0.789,0.211,0.0,0.0,stable,0.789,38,59.48,0.807,high
111.686,390,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,33.8,0.729,low
111.686,390,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,7.46,0.89,medium
111.686,390,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.5,10,27.68,0.694,medium
125.297,420,1,attentive,low,0.0572,0.912,0.088,0.0,0.0,stable,0.912,34,59.32,0.794,high
125.297,420,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,33.8,0.729,low
125.297,420,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.909,11,51.47,0.858,medium
125.297,420,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.545,11,41.29,0.677,medium
139.499,450,1,attentive,low,0.0669,0.897,0.103,0.0,0.0,stable,0.897,29,58.21,0.793,high
139.499,450,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,33.8,0.729,low
139.499,450,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.909,11,51.47,0.858,medium
139.499,450,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.647,17,55.49,0.744,medium
154.487,480,1,attentive,low,0.1118,0.828,0.172,0.0,0.0,stable,0.828,29,58.66,0.799,high
154.487,480,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,33.8,0.729,low
154.487,480,3,distracted_other,medium,0.5688,0.125,0.875,0.0,0.0,stable,0.625,8,39.45,0.834,medium
154.487,480,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.611,18,58.74,0.786,medium
163.291,510,1,attentive,low,0.1118,0.828,0.172,0.0,0.0,stable,0.828,29,58.66,0.799,high
163.291,510,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,33.8,0.729,low
163.291,510,3,distracted_other,medium,0.5778,0.111,0.889,0.0,0.0,stable,0.556,9,48.25,0.801,medium
163.291,510,4,distracted_other,medium,0.6097,0.062,0.938,0.0,0.0,stable,0.625,16,58.89,0.803,medium
163.291,510,5,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,5,4.85,0.784,medium
