timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
7.695,30,1,attentive,low,0.2164,0.667,0.333,0.0,0.0,stable,0.667,6,7.36,0.837,medium
21.582,60,1,attentive,low,0.2366,0.636,0.364,0.0,0.0,stable,0.636,11,21.25,0.831,medium
21.582,60,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.64,low
35.593,90,1,attentive,low,0.2678,0.588,0.412,0.0,0.0,stable,0.588,17,35.26,0.809,medium
35.593,90,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.64,low
52.389,120,1,distracted_other,medium,0.3672,0.435,0.565,0.0,0.0,stable,0.435,23,52.05,0.801,high
52.389,120,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.64,low
52.389,120,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,3,4.44,0.905,low
66.297,150,1,distracted_other,medium,0.4524,0.304,0.696,0.0,0.0,stable,0.304,23,58.6,0.785,high
66.297,150,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.64,low
66.297,150,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.75,4,16.86,0.879,low
80.867,180,1,distracted_other,medium,0.4804,0.261,0.739,0.0,0.0,stable,0.348,23,59.29,0.77,high
80.867,180,3,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,1,0.0,0.606,low
80.867,180,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.6,5,29.21,0.865,medium
95.483,210,1,distracted_other,medium,0.4804,0.261,0.739,0.0,0.0,stable,0.348,23,59.89,0.722,medium
95.483,210,3,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,1,0.0,0.606,low
95.483,210,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.6,5,29.21,0.865,medium
