timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
8.756,30,1,distracted_other,medium,0.39,0.4,0.6,0.0,0.0,stable,0.4,5,8.42,0.85,medium
8.756,30,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,5,8.42,0.688,medium
21.304,60,1,attentive,low,0.1775,0.727,0.273,0.0,0.0,stable,0.727,11,20.97,0.897,medium
21.304,60,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,11,20.97,0.767,medium
33.513,90,1,attentive,low,0.1144,0.824,0.176,0.0,0.0,stable,0.824,17,33.17,0.914,medium
33.513,90,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,17,33.17,0.807,medium
45.907,120,1,attentive,low,0.2262,0.652,0.348,0.0,0.0,stable,0.652,23,45.57,0.92,high
45.907,120,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,23,45.57,0.837,high
56.72,150,1,attentive,low,0.314,0.517,0.483,0.0,0.0,stable,0.517,29,56.38,0.922,high
56.72,150,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,29,56.38,0.859,high
67.096,180,1,distracted_other,medium,0.3562,0.452,0.548,0.0,0.0,stable,0.548,31,58.34,0.935,high
67.096,180,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,31,58.34,0.905,high
