timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
11.673,30,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,6,11.31,0.923,medium
11.673,30,2,attentive,low,0.1086,0.833,0.167,0.0,0.0,stable,0.833,6,11.31,0.91,medium
23.29,60,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,12,22.92,0.927,medium
23.29,60,2,attentive,low,0.1086,0.833,0.167,0.0,0.0,stable,0.833,12,22.92,0.92,medium
35.112,90,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,18,34.75,0.926,medium
35.112,90,2,attentive,low,0.1086,0.833,0.167,0.0,0.0,stable,0.833,18,34.75,0.913,medium
47.523,120,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,24,47.16,0.931,high
47.523,120,2,attentive,low,0.2164,0.667,0.333,0.0,0.0,stable,0.667,24,47.16,0.919,high
59.386,150,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,30,59.02,0.935,high
59.386,150,2,attentive,low,0.3035,0.533,0.467,0.0,0.0,stable,0.533,30,59.02,0.924,high
71.194,180,1,distracted_other,medium,0.6292,0.032,0.968,0.0,0.0,stable,0.935,31,59.52,0.939,high
71.194,180,2,distracted_other,medium,0.3776,0.419,0.581,0.0,0.0,stable,0.419,31,59.52,0.931,high
83.082,210,1,distracted_other,medium,0.5454,0.161,0.839,0.0,0.0,stable,0.806,31,59.79,0.942,high
83.082,210,2,distracted_other,medium,0.4615,0.29,0.71,0.0,0.0,stable,0.484,31,59.79,0.931,high
95.015,240,1,distracted_other,medium,0.5454,0.161,0.839,0.0,0.0,stable,0.806,31,59.9,0.947,high
95.015,240,2,distracted_other,medium,0.5454,0.161,0.839,0.0,0.0,stable,0.613,31,59.9,0.937,high
106.968,270,1,distracted_other,medium,0.5454,0.161,0.839,0.0,0.0,stable,0.806,31,59.44,0.947,high
106.968,270,2,distracted_other,medium,0.5662,0.129,0.871,0.0,0.0,stable,0.581,31,59.44,0.936,high
118.778,300,1,distracted_other,medium,0.5454,0.161,0.839,0.0,0.0,stable,0.806,31,59.39,0.946,high
118.778,300,2,distracted_other,medium,0.587,0.097,0.903,0.0,0.0,stable,0.581,31,59.39,0.933,high
