timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
8.595,10,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,8.3,0.93,medium
8.595,10,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.8,5,8.3,0.879,medium
8.595,10,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,3,4.21,0.831,low
19.31,20,1,distracted_other,medium,0.585,0.1,0.9,0.0,0.0,stable,0.8,10,19.02,0.924,medium
19.31,20,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.625,8,17.17,0.821,medium
19.31,20,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.857,7,14.93,0.762,medium
19.31,20,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,3,4.23,0.588,low
35.258,30,1,distracted_phone,high,0.8141,0.286,0.714,1.0,0.714,stable,0.571,7,17.8,0.933,medium
35.258,30,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.833,6,17.8,0.79,medium
35.258,30,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.857,7,14.93,0.762,medium
35.258,30,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,7,17.8,0.583,low
51.457,40,1,distracted_phone,medium,0.6289,0.571,0.429,1.0,0.571,stable,0.571,7,18.67,0.929,medium
51.457,40,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.857,7,18.67,0.82,medium
51.457,40,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.857,7,14.93,0.762,medium
51.457,40,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,7,18.79,0.611,medium
