timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
6.283,30,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,6,5.92,0.891,medium
13.714,60,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,12,13.35,0.881,medium
21.392,90,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,18,21.03,0.879,medium
27.782,120,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,24,27.42,0.877,high
33.812,150,1,attentive,low,0.0215,0.967,0.033,0.0,0.0,stable,0.967,30,33.45,0.877,high
45.793,180,1,attentive,low,0.0741,0.886,0.114,0.0,0.0,stable,0.886,35,45.43,0.862,high
45.793,180,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,1.55,0.657,low
54.379,210,1,attentive,low,0.0793,0.878,0.122,0.0,0.0,stable,0.878,41,54.02,0.861,high
54.379,210,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,1.55,0.657,low
62.876,240,1,attentive,low,0.1014,0.844,0.156,0.0,0.0,stable,0.844,45,59.7,0.867,high
62.876,240,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,1.55,0.657,low
72.002,270,1,attentive,low,0.1664,0.744,0.256,0.0,0.0,stable,0.744,43,59.17,0.863,high
72.002,270,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,1.55,0.657,low
80.09,300,1,attentive,low,0.1963,0.698,0.302,0.0,0.0,stable,0.698,43,59.76,0.857,high
80.09,300,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,1.55,0.657,low
88.191,330,1,attentive,low,0.2698,0.585,0.415,0.0,0.0,stable,0.585,41,58.94,0.855,high
88.191,330,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,1.55,0.657,low
95.287,360,1,attentive,low,0.2535,0.61,0.39,0.0,0.0,stable,0.61,41,55.02,0.852,high
95.287,360,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,1.55,0.657,low
104.489,390,1,attentive,low,0.2366,0.636,0.364,0.0,0.0,stable,0.636,44,59.68,0.866,high
104.489,390,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,1.55,0.657,low
113.979,420,1,attentive,low,0.2724,0.581,0.419,0.0,0.0,stable,0.581,43,59.6,0.866,high
113.979,420,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,1.55,0.657,low
