timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
4.955,10,1,distracted_other,medium,0.4336,0.333,0.667,0.0,0.0,stable,0.667,3,2.61,0.896,low
4.955,10,2,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,2,1.38,0.88,low
12.638,20,1,distracted_other,medium,0.4336,0.333,0.667,0.0,0.0,stable,0.667,3,2.61,0.896,low
12.638,20,2,distracted_phone,medium,0.4586,0.833,0.167,1.0,0.667,stable,0.833,6,9.07,0.909,medium
12.638,20,3,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,1,0.0,0.915,low
27.147,30,1,distracted_other,medium,0.4336,0.333,0.667,0.0,0.0,stable,0.667,3,2.61,0.896,low
27.147,30,2,distracted_phone,medium,0.35,1.0,0.0,1.0,1.0,stable,1.0,9,18.66,0.926,medium
27.147,30,3,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,1,0.0,0.915,low
50.209,40,1,distracted_other,medium,0.4336,0.333,0.667,0.0,0.0,stable,0.667,3,2.61,0.896,low
50.209,40,2,distracted_phone,medium,0.35,1.0,0.0,1.0,1.0,stable,1.0,5,5.29,0.941,medium
50.209,40,3,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,1,0.0,0.915,low
