timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
3.716,10,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.925,low
3.716,10,2,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,4,2.39,0.862,low
9.007,20,1,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,2,4.74,0.923,low
9.007,20,2,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,4,2.39,0.862,low
9.007,20,3,distracted_phone,medium,0.5125,0.75,0.25,1.0,1.0,stable,0.75,4,3.26,0.91,low
14.594,30,1,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,2,4.74,0.923,low
14.594,30,2,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,4,2.39,0.862,low
14.594,30,3,distracted_phone,medium,0.4221,0.889,0.111,1.0,1.0,stable,0.889,9,8.85,0.922,medium
26.732,40,1,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,2,4.74,0.923,low
26.732,40,2,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,4,2.39,0.862,low
26.732,40,3,distracted_phone,medium,0.35,1.0,0.0,1.0,1.0,stable,1.0,13,19.82,0.92,medium
38.704,50,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,1.08,0.891,low
38.704,50,2,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,4,2.39,0.862,low
38.704,50,3,distracted_phone,medium,0.5413,0.625,0.375,0.85,0.875,stable,0.625,8,13.25,0.914,medium
51.02,60,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,4,10.54,0.911,low
51.02,60,2,distracted_phone,high,0.675,0.5,0.5,1.0,0.5,stable,0.5,2,1.04,0.949,low
51.02,60,3,distracted_phone,high,0.9029,0.0,1.0,0.7225,0.5,stable,0.75,4,13.75,0.935,low
65.779,70,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,4,10.54,0.911,low
65.779,70,2,attentive,medium,0.3905,0.857,0.143,0.85,0.286,stable,0.857,7,15.8,0.944,medium
65.779,70,3,distracted_phone,high,0.9029,0.0,1.0,0.7225,0.5,stable,0.75,4,13.75,0.935,low
