timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
9.848,30,1,distracted_other,medium,0.39,0.4,0.6,0.0,0.0,stable,0.6,5,9.29,0.731,medium
9.848,30,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,2,4.45,0.835,low
23.113,60,1,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,6,18.79,0.718,medium
23.113,60,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,3,9.67,0.81,low
23.113,60,3,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,6,9.94,0.798,medium
33.191,90,1,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,6,18.79,0.718,medium
33.191,90,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,3,9.67,0.81,low
33.191,90,3,attentive,low,0.2711,0.583,0.417,0.0,0.0,stable,0.583,12,20.02,0.831,medium
43.06,120,1,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,6,18.79,0.718,medium
43.06,120,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,3,9.67,0.81,low
43.06,120,3,attentive,low,0.2886,0.556,0.444,0.0,0.0,stable,0.556,18,29.89,0.832,medium
51.897,150,1,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,6,18.79,0.718,medium
51.897,150,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,3,9.67,0.81,low
51.897,150,3,attentive,low,0.2711,0.583,0.417,0.0,0.0,stable,0.583,24,38.72,0.837,high
61.25,180,1,attentive,low,0.2789,0.571,0.429,0.0,0.0,stable,0.571,7,57.74,0.748,medium
61.25,180,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,4,57.74,0.835,low
61.25,180,3,attentive,low,0.2555,0.607,0.393,0.0,0.0,stable,0.607,28,45.15,0.845,high
72.38,210,1,distracted_other,medium,0.3711,0.429,0.571,0.0,0.0,stable,0.429,7,58.97,0.784,medium
72.38,210,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,5,58.97,0.872,medium
72.38,210,3,attentive,low,0.2438,0.625,0.375,0.0,0.0,stable,0.625,32,59.21,0.849,high
81.536,240,1,distracted_other,medium,0.3711,0.429,0.571,0.0,0.0,stable,0.429,7,58.97,0.784,medium
81.536,240,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,5,58.97,0.872,medium
81.536,240,3,attentive,low,0.3062,0.529,0.471,0.0,0.0,stable,0.529,34,59.77,0.865,high
90.694,270,1,distracted_other,medium,0.3711,0.429,0.571,0.0,0.0,stable,0.429,7,58.97,0.784,medium
90.694,270,2,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,5,58.97,0.872,medium
