timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
7.501,10,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,7.04,0.939,medium
15.233,20,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.9,10,14.77,0.939,medium
23.967,30,1,distracted_other,medium,0.4498,0.308,0.692,0.0,0.0,stable,0.615,13,19.6,0.938,medium
32.959,40,1,distracted_phone,medium,0.5125,0.75,0.25,1.0,0.333,stable,0.75,12,19.19,0.905,medium
32.959,40,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.5,2,2.47,0.781,low
47.384,50,1,distracted_phone,medium,0.4221,0.889,0.111,1.0,1.0,stable,0.889,9,19.89,0.872,medium
47.384,50,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
56.918,60,1,distracted_phone,medium,0.415,0.9,0.1,1.0,0.9,stable,0.9,10,18.93,0.913,medium
56.918,60,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
64.888,70,1,distracted_phone,medium,0.35,1.0,0.0,1.0,0.818,stable,1.0,11,17.5,0.927,medium
64.888,70,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
74.912,80,1,distracted_phone,medium,0.35,1.0,0.0,1.0,0.75,stable,1.0,12,19.51,0.926,medium
74.912,80,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
84.945,90,1,distracted_phone,medium,0.35,1.0,0.0,1.0,0.9,stable,1.0,10,15.83,0.926,medium
84.945,90,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
95.057,100,1,distracted_phone,medium,0.35,1.0,0.0,1.0,0.8,stable,1.0,10,15.91,0.93,medium
95.057,100,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
104.899,110,1,distracted_phone,low,0.2149,1.0,0.0,0.6141,0.545,stable,1.0,11,19.95,0.932,medium
104.899,110,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
113.129,120,1,attentive,low,0.0954,1.0,0.0,0.2725,0.25,stable,1.0,12,19.49,0.94,medium
113.129,120,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
123.212,130,1,attentive,low,0.0423,1.0,0.0,0.1209,0.0,stable,1.0,12,19.74,0.948,medium
123.212,130,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
132.008,140,1,attentive,low,0.0188,1.0,0.0,0.0536,0.0,stable,1.0,11,18.88,0.942,medium
132.008,140,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
138.79,150,1,attentive,low,0.0083,1.0,0.0,0.0238,0.0,stable,1.0,13,18.57,0.944,medium
138.79,150,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
147.886,160,1,attentive,low,0.0037,1.0,0.0,0.0106,0.0,stable,1.0,14,19.81,0.947,medium
147.886,160,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
155.695,170,1,attentive,low,0.0016,1.0,0.0,0.0047,0.0,stable,1.0,13,19.49,0.95,medium
155.695,170,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
165.587,180,1,attentive,low,0.0007,1.0,0.0,0.0021,0.0,stable,1.0,12,19.09,0.949,medium
165.587,180,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,6,14.39,0.808,medium
