timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
2.977,30,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.6,5,2.27,0.891,medium
7.891,60,1,distracted_other,medium,0.5317,0.182,0.818,0.0,0.0,stable,0.636,11,7.19,0.906,medium
12.607,90,1,distracted_other,medium,0.4589,0.294,0.706,0.0,0.0,stable,0.588,17,11.9,0.914,medium
17.187,120,1,distracted_other,medium,0.3393,0.478,0.522,0.0,0.0,stable,0.478,23,16.48,0.915,high
21.569,150,1,attentive,low,0.2691,0.586,0.414,0.0,0.0,stable,0.586,29,20.87,0.911,high
25.617,180,1,attentive,low,0.2483,0.618,0.382,0.0,0.0,stable,0.618,34,24.91,0.897,high
30.191,210,1,attentive,low,0.26,0.6,0.4,0.0,0.0,stable,0.6,40,29.49,0.873,high
34.895,240,1,attentive,low,0.2685,0.587,0.413,0.0,0.0,stable,0.587,46,34.19,0.86,high
39.617,270,1,attentive,low,0.2372,0.635,0.365,0.0,0.0,stable,0.635,52,38.91,0.849,high
43.986,300,1,attentive,low,0.2242,0.655,0.345,0.0,0.0,stable,0.655,58,43.28,0.854,high
