timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
6.575,30,1,attentive,low,0.2164,0.667,0.333,0.0,0.0,stable,0.667,6,6.23,0.939,medium
17.919,60,1,attentive,low,0.1086,0.833,0.167,0.0,0.0,stable,0.833,12,17.57,0.941,medium
17.919,60,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.922,low
17.919,60,3,distracted_other,medium,0.39,0.4,0.6,0.0,0.0,stable,0.6,5,7.57,0.936,medium
31.185,90,1,attentive,low,0.1086,0.833,0.167,0.0,0.0,stable,0.833,18,30.84,0.924,medium
31.185,90,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.922,low
31.185,90,3,attentive,low,0.2366,0.636,0.364,0.0,0.0,stable,0.636,11,20.84,0.937,medium
47.525,120,1,attentive,low,0.0813,0.875,0.125,0.0,0.0,stable,0.875,24,47.18,0.924,high
47.525,120,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.922,low
47.525,120,3,attentive,low,0.2678,0.588,0.412,0.0,0.0,stable,0.588,17,37.18,0.938,medium
61.603,150,1,attentive,low,0.0448,0.931,0.069,0.0,0.0,stable,0.931,29,59.49,0.9,high
61.603,150,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.922,low
61.603,150,3,attentive,low,0.3107,0.522,0.478,0.0,0.0,stable,0.522,23,51.25,0.921,high
77.933,180,1,attentive,low,0.0273,0.958,0.042,0.0,0.0,stable,0.958,24,55.16,0.86,high
77.933,180,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.922,low
77.933,180,3,attentive,low,0.2711,0.583,0.417,0.0,0.0,stable,0.583,24,55.16,0.899,high
93.126,210,1,attentive,low,0.0273,0.958,0.042,0.0,0.0,stable,0.958,24,57.56,0.851,high
93.126,210,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.922,low
93.126,210,3,attentive,low,0.2711,0.583,0.417,0.0,0.0,stable,0.583,24,57.56,0.879,high
108.515,240,1,attentive,low,0.0273,0.958,0.042,0.0,0.0,stable,0.958,24,56.13,0.818,high
108.515,240,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.922,low
108.515,240,3,attentive,low,0.1898,0.708,0.292,0.0,0.0,stable,0.708,24,56.13,0.843,high
