timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
7.72,30,1,attentive,low,0.2164,0.667,0.333,0.0,0.0,stable,0.667,6,7.56,0.954,medium
18.216,60,1,distracted_other,medium,0.4336,0.333,0.667,0.0,0.0,stable,0.333,12,18.05,0.95,medium
18.216,60,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.542,low
29.014,90,1,distracted_other,medium,0.5057,0.222,0.778,0.0,0.0,stable,0.556,18,28.85,0.954,medium
29.014,90,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.542,low
40.639,120,1,distracted_other,medium,0.5414,0.167,0.833,0.0,0.0,stable,0.667,24,40.48,0.956,high
40.639,120,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.542,low
52.004,150,1,distracted_other,medium,0.5571,0.143,0.857,0.0,0.0,stable,0.679,28,49.02,0.956,high
52.004,150,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,37.17,0.577,low
52.004,150,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.906,low
52.004,150,5,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.914,low
62.389,180,1,distracted_other,medium,0.5778,0.111,0.889,0.0,0.0,stable,0.704,27,59.06,0.954,high
62.389,180,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,37.17,0.577,low
62.389,180,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.5,2,10.13,0.899,low
62.389,180,5,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,9.55,0.901,medium
92.925,450,1,distracted_other,medium,0.4589,0.294,0.706,0.0,0.0,stable,0.529,17,59.54,0.943,medium
92.925,450,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.667,3,57.51,0.61,low
92.925,450,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.75,4,35.98,0.867,low
92.925,450,5,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,7,28.64,0.875,medium
92.925,450,6,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.526,low
106.225,480,1,distracted_other,medium,0.4589,0.294,0.706,0.0,0.0,stable,0.529,17,59.54,0.943,medium
106.225,480,2,distracted_other,medium,0.4336,0.333,0.667,0.0,0.0,stable,0.5,6,58.89,0.85,medium
106.225,480,4,distracted_other,medium,0.4569,0.333,0.667,0.0668,0.167,stable,0.5,6,51.66,0.892,medium
106.225,480,5,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,7,28.64,0.875,medium
106.225,480,6,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.526,low
120.519,510,1,distracted_other,medium,0.4589,0.294,0.706,0.0,0.0,stable,0.529,17,59.54,0.943,medium
120.519,510,2,attentive,low,0.1775,0.727,0.273,0.0,0.0,stable,0.727,11,52.85,0.927,medium
120.519,510,4,distracted_other,medium,0.4686,0.333,0.667,0.1002,0.167,increasing,0.5,6,51.66,0.892,medium
120.519,510,5,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,7,28.64,0.875,medium
120.519,510,6,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.526,low
134.523,540,1,distracted_other,medium,0.4589,0.294,0.706,0.0,0.0,stable,0.529,17,59.54,0.943,medium
134.523,540,2,attentive,low,0.2028,0.688,0.312,0.0,0.0,stable,0.688,16,33.77,0.954,medium
134.523,540,4,distracted_other,medium,0.4753,0.333,0.667,0.1193,0.167,increasing,0.5,6,51.66,0.892,medium
134.523,540,5,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,7,28.64,0.875,medium
134.523,540,6,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.526,low
