timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
5.245,10,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,4.95,0.946,medium
11.011,20,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,10,10.72,0.946,medium
17.336,30,1,distracted_other,medium,0.6065,0.067,0.933,0.0,0.0,stable,0.933,15,17.04,0.945,medium
22.954,40,1,distracted_other,medium,0.4336,0.333,0.667,0.0,0.0,stable,0.667,18,19.97,0.945,medium
29.069,50,1,attentive,low,0.2294,0.647,0.353,0.0,0.0,stable,0.647,17,19.17,0.942,medium
34.532,60,1,attentive,low,0.0721,0.889,0.111,0.0,0.0,stable,0.889,18,19.35,0.939,medium
40.654,70,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,18,19.84,0.936,medium
46.282,80,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,18,19.35,0.933,medium
52.455,90,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,17,19.02,0.934,medium
58.421,100,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,18,19.93,0.933,medium
64.941,110,1,attentive,low,0.0767,0.882,0.118,0.0,0.0,stable,0.882,17,19.77,0.932,medium
70.863,120,1,attentive,low,0.1911,0.706,0.294,0.0,0.0,stable,0.706,17,19.5,0.931,medium
77.471,130,1,attentive,low,0.2847,0.562,0.438,0.0,0.0,stable,0.562,16,19.05,0.928,medium
83.229,140,1,attentive,low,0.2294,0.647,0.353,0.0,0.0,stable,0.647,17,19.45,0.925,medium
90.154,150,1,attentive,low,0.0813,0.875,0.125,0.0,0.0,stable,0.875,16,19.29,0.925,medium
96.423,160,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,16,18.95,0.927,medium
103.287,170,1,attentive,low,0.0435,0.933,0.067,0.0,0.0,stable,0.933,15,17.68,0.928,medium
109.063,180,1,attentive,low,0.0403,0.938,0.062,0.0,0.0,stable,0.938,16,18.91,0.926,medium
115.718,190,1,attentive,low,0.0813,0.875,0.125,0.0,0.0,stable,0.875,16,19.29,0.919,medium
121.311,200,1,attentive,low,0.1527,0.765,0.235,0.0,0.0,stable,0.765,17,19.24,0.917,medium
