timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
11.688,30,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,6,11.34,0.903,medium
11.688,30,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,8.7,0.82,medium
11.688,30,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,2.64,0.663,low
28.696,60,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,12,28.35,0.898,medium
28.696,60,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,7,25.02,0.811,medium
28.696,60,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,19.65,0.606,medium
47.519,90,1,attentive,low,0.0,1.0,0.0,0.0,0.0,stable,1.0,18,47.17,0.896,medium
47.519,90,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,12,47.17,0.717,medium
47.519,90,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,5,19.65,0.606,medium
66.191,120,1,attentive,low,0.093,0.857,0.143,0.0,0.0,stable,0.857,21,59.02,0.894,high
66.191,120,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,15,59.02,0.693,medium
66.191,120,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,9,57.15,0.638,medium
