timestamp,frame_id,track_id,behavior,engagement_risk_level,engagement_risk_score,attention_score,looking_away_rate,phone_risk_score,phone_detection_rate,phone_trend,direction_stability,sample_count,observation_duration,avg_confidence,data_quality
27.517,30,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.5,6,26.93,0.87,medium
27.517,30,2,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.8,5,26.93,0.862,medium
27.517,30,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.8,5,26.93,0.653,medium
27.517,30,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.6,5,26.93,0.665,medium
27.517,30,6,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,2,16.81,0.731,low
27.517,30,8,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,2,13.23,0.596,low
27.517,30,9,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.565,low
53.634,60,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.5,6,26.93,0.87,medium
53.634,60,2,distracted_other,medium,0.5414,0.167,0.833,0.0,0.0,stable,0.667,6,51.42,0.863,medium
53.634,60,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.8,5,26.93,0.653,medium
53.634,60,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.6,5,26.93,0.665,medium
53.634,60,6,distracted_other,medium,0.4875,0.25,0.75,0.0,0.0,stable,0.75,4,48.27,0.829,low
53.634,60,8,attentive,low,0.325,0.5,0.5,0.0,0.0,stable,0.5,2,13.23,0.596,low
53.634,60,9,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.565,low
70.13,90,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.6,5,54.03,0.827,medium
70.13,90,2,distracted_other,medium,0.5414,0.167,0.833,0.0,0.0,stable,0.5,6,59.38,0.886,medium
70.13,90,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.8,5,26.93,0.653,medium
70.13,90,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.6,5,26.93,0.665,medium
70.13,90,6,distracted_other,medium,0.4875,0.25,0.75,0.0,0.0,stable,0.75,4,48.27,0.829,low
70.13,90,8,distracted_other,medium,0.4336,0.333,0.667,0.0,0.0,stable,0.667,3,54.3,0.574,low
70.13,90,9,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.565,low
70.13,90,10,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,2,6.03,0.838,low
86.814,150,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.8,5,59.3,0.81,medium
86.814,150,2,distracted_other,medium,0.52,0.2,0.8,0.0,0.0,stable,0.6,5,56.19,0.875,medium
86.814,150,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.8,5,26.93,0.653,medium
86.814,150,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.6,5,26.93,0.665,medium
86.814,150,6,distracted_other,medium,0.52,0.2,0.8,0.0,0.0,stable,0.8,5,59.94,0.811,medium
86.814,150,8,distracted_other,medium,0.4336,0.333,0.667,0.0,0.0,stable,0.667,3,54.3,0.574,low
86.814,150,9,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.565,low
86.814,150,10,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,3,20.46,0.838,low
86.814,150,12,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.709,low
101.336,180,1,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,6,34.31,0.779,medium
101.336,180,2,distracted_other,medium,0.52,0.2,0.8,0.0,0.0,stable,0.8,5,45.66,0.848,medium
101.336,180,3,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.8,5,26.93,0.653,medium
101.336,180,4,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,0.6,5,26.93,0.665,medium
101.336,180,6,distracted_other,medium,0.52,0.2,0.8,0.0,0.0,stable,0.8,5,59.94,0.811,medium
101.336,180,8,distracted_other,medium,0.4336,0.333,0.667,0.0,0.0,stable,0.667,3,54.3,0.574,low
101.336,180,9,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.565,low
101.336,180,10,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,3,20.46,0.838,low
101.336,180,12,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.709,low
101.336,180,13,distracted_other,medium,0.65,0.0,1.0,0.0,0.0,stable,1.0,1,0.0,0.835,low
